"","ResponseId","involve","org","org_type","tasks","location","concernShort","concernLong","top_sector","collabActivities","barriers","forum_art","forum_baycan","forum_crc","forum_da","forum_sfep","forum_ccccl","forum_ccse","forum_sccc","forum_rpp","forum_sr","forum_sjrcc","forum_sbrr","forum_yccac","forum_ycrrc","forum_ryc","forum_other","forumProgress_art","forumProgress_baycan","forumProgress_crc","forumProgress_da","forumProgress_sfep","forumProgress_ccccl","forumProgress_ccse","forumProgress_sccc","forumProgress_rpp","forumProgress_sr","forumProgress_sjrcc","forumProgress_sbrr","forumProgress_yccac","forumProgress_ycrrc","forumProgress_ryc","forumProgress_other","collaboratorsFed","collaboratorsState","collaboratorsLocalRegional","collaboratorsNGO","missing_collaborators"
"135","R_5Wu5bjvlFoMMqdr","A part of my work, with routine involvement","hydrologic systems","Education/Consulting/Research","Technical advising/analysis; Planning and design",NA,"Very concerned","Very concerned","Agricultural industry; Flood management; Water supply reliability","; Nothing","Lack of agreement about the future extent of climate impacts; Lack of effective collaboration among interested parties; Competing visions for adaptation pathways","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,"Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South Delta Water Agency",NA,NA
"136","R_5WuvxUNHCqtKKO6","A part of my work, with occasional involvement","natural resources conservation service","Federal government","Technical advising/analysis; Project or program management",NA,"Moderately concerned","Very concerned","Agricultural industry; Biodiversity; Water supply reliability","Sharing information with other organizations; Implementing projects jointly with other organizations","Adaptation is not my organization’s main focus; Limited authority; Insufficient financial resources","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No",NA,NA,NA,NA,"Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat agree",NA,NA,NA,"United States Environmental Protection Agency; National Marine Fisheries Service; United States Fish And Wildlife Service; United States Army Corps Of Engineers","California State Office Of Historic Preservation; California Department Of Fish And Wildlife; California Department Of Water Resources; State Water Resources Control Board; California Department Of Conservation","Water And Irrigation Districts; Reclamation Districts","Multiple Tribes Across The State As Needed For Consultation And Planning; State Water Resources Control Board: Central Valley Region; Resource Conservation Districts; Groundwater Sustainability Agencies; Point Blue Conservation Science; The Nature Conservancy; Audubon California; California Native Plant Society; Sustainable Conservation; Almond Board Of California; California Rice Commission; Western United Dairymen; University Of California Davis; United States Department Of Agriculture: National Agricultural Statistics Service; Private Landowners, Farmers And Ranchers","US Geological Service"
"137","R_5Y8VcKSEKqFyrTj","A major aspect of my work for more than 5 years","san luis and delta-mendota water authority","Multi-jurisdictional regulatory/planning entity","Policy advising/analysis; Technical advising/analysis; Scientific research; Project or program management; Outreach or communication",NA,"Very concerned","Moderately concerned","Ecosystem health; Biodiversity; Water supply reliability","Sharing information with other organizations; Engaging in joint planning with other organizations; Preparing grant/funding proposals jointly with other organizations; Joining or supporting litigation or other judicial processes","Lack of agreement about the future extent of climate impacts; Permitting obstacles; Lack of political leadership","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States Bureau Of Reclamation; National Marine Fisheries Service; United States Fish And Wildlife Service","California Department Of Water Resources; California Department Of Fish And Wildlife",NA,NA,NA
"138","R_5YAhJoOHFJPB8DH","A major aspect of my work for less than a year","california department of water resources","State government","Policy advising/analysis; Technical advising/analysis; Planning and design; Scientific research; Project or program management; Advocacy; Outreach or communication",NA,"Very concerned","Very concerned","Ecosystem health; Flood management; Water supply reliability","Implementing projects jointly with other organizations; Carrying out research projects jointly with other organizations; Carrying out advocacy activities jointly with other organizations; Sharing information with other organizations; Publishing reports or other publicly available documents jointly with other organizations; Engaging in joint planning with other organizations; Preparing grant/funding proposals jointly with other organizations; Joining or supporting litigation or other judicial processes","Limited authority; Competing visions for adaptation pathways; Insufficient financial resources","No","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No",NA,NA,NA,"Agree","Strongly Agree","Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Delta Stewardship Council; California Air Resources Board; California Department Of Food And Agriculture","Reclamation Districts; Solano Resource Conservation District; Contra Costa County Resource Conservation District","Little Manila Rising; Point Blue Conservation Science; San Francisco Estuary Institute; Hydrofocus, Inc.; Scs Global Services; University Of California Berkeley; University Of California Davis; California State University Chico; California State University East Bay; Lawrence Berkeley National Laboratory",NA
"139","R_5YV1FGXsPcuoIvt","A part of my work, with occasional involvement","daggert financial","Education/Consulting/Research",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","R_5ZJZCacE03wiwFj","A part of my work, with routine involvement","delta stewardship council","State government","Technical advising/analysis; Scientific research; Outreach or communication","Region 2; Region 3","Somewhat concerned","Very concerned","Ecosystem health; Public health; Water supply reliability","Carrying out research projects jointly with other organizations; Sharing information with other organizations","Lack of agreement about the future extent of climate impacts; Lack of effective collaboration among interested parties; Lack of adequate scientific information",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","R_5Zh4z3sNhjLRy9P","A part of my work, with occasional involvement","yolo county","Local government (cities, counties)","Planning and design; Government relations; Outreach or communication","Yolo","Somewhat concerned","Somewhat concerned","Public health; Flood management","Sharing information with other organizations; Publishing reports or other publicly available documents jointly with other organizations; Engaging in joint planning with other organizations; Preparing grant/funding proposals jointly with other organizations","Lack of effective collaboration among interested parties; Insufficient technical expertise","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Agree",NA,NA,NA,NA,NA,NA,NA,NA
"142","R_5dFUCyaDEET2m2J","A major aspect of my work for 1-5 years","california department of water resources","State government","Policy advising/analysis; Technical advising/analysis; Project or program management","Region 1; Region 2; Region 3; Region 4","Very concerned","Very concerned","Ecosystem health; Flood management; Biodiversity","Implementing projects jointly with other organizations; Sharing information with other organizations","Lack of effective collaboration among interested parties; Lack of public support for climate adaptation; Competing visions for adaptation pathways","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,"Somewhat agree","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States Geological Survey","Delta Stewardship Council; California Air Resources Board","Delta Conservancy","Ecosystem Investment Partners; University Of California Berkeley; California State University East Bay; Hydrofocus, Inc.",NA
"143","R_5dRZKJ39v1GA0yp","A part of my work, with occasional involvement","tehema colusa canal authority","Multi-jurisdictional regulatory/planning entity",NA,"Region 1; Region 2; Region 3; Region 4","Not at all concerned","Not at all concerned","Agricultural industry; Flood management; Water supply reliability","Implementing projects jointly with other organizations","Lack of political leadership; Insufficient technical expertise; Lack of adequate scientific information","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tehama Colusa Canal Authority",NA,NA
"144","R_5dj8iGwhRRXfL69","A part of my work, with occasional involvement","unknown_212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","R_5e4HhZXvQUF57fK","A part of my work, with routine involvement","unknown_260",NA,"Executive management 
(i.e. top management)","Region 1","Very concerned","Very concerned","Environmental justice 
communities; Economic growth; Property values","Organizing public meetings jointly with other organizations","Limited capacity to acquire funding; Insufficient financial resources","No","Yes","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building Healthy Communities; Civic Thread; Climate Coalition",NA
"146","R_5eXlJsMOtqheu9L","A part of my work, with occasional involvement","dcc engineering","Education/Consulting/Research","Project or program management; Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","R_5f2Grws44uuHTc6","A major aspect of my work for more than 5 years","trout unlimited","No-profit organization/Non-governmental organization/Community-based organization","Executive management 
(i.e. top management); Policy advising/analysis; Technical advising/analysis; Advocacy; Outreach or communication; Community leadership",NA,"Very concerned","Very concerned","Agricultural industry; Biodiversity; Ecosystem health","Signing a formal agreement with another organization; Carrying out advocacy activities jointly with other organizations; Sharing information with other organizations; Sharing personnel with other organizations","Lack of agreement about the future extent of climate impacts; Lack of political leadership; Lack of public support for climate adaptation","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California Department Of Fish And Wildlife; California Department Of Water Resources","City Of Roseville","California Trout; River Partners; River City Water Way Alliance; Dry Creek Conservancy; Friends Of Auburn Ravine; University Of California Davis; Fly Fishers International: Northern California Council; Nor Cal Fly Guides","SYCRL; Sierra Club; Golden State Salmon Association; Wild Salmon Center; California Salmon and Steelhead Coalition"
"148","R_5g0fdXeikUFtq25","A major aspect of my work for more than 5 years","state water contractors","State government","Executive management 
(i.e. top management); Policy advising/analysis; Technical advising/analysis; Government relations; Advocacy; Outreach or communication",NA,"Very concerned","Very concerned","Flood management; Biodiversity; Water supply reliability","Carrying out research projects jointly with other organizations; Carrying out advocacy activities jointly with other organizations; Publishing reports or other publicly available documents jointly with other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations; Engaging in joint planning with other organizations; Preparing grant/funding proposals jointly with other organizations","Lack of agreement about the future extent of climate impacts; Lack of political leadership; Lack of effective collaboration among interested parties","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,"Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States Bureau Of Reclamation; United States Fish And Wildlife Service","California Department Of Water Resources; State Water Resources Control Board; California Department Of Fish And Wildlife",NA,"University Of California Davis; University Of San Francisco",NA
"149","R_5jMJlvf9NZ6xqHr","A part of my work, with routine involvement","stanislaus council of governments","Regional government","Policy advising/analysis; Technical advising/analysis; Planning and design; Government relations","Other region (please specify): Stanislaus","Moderately concerned","Very concerned","Transportation infrastructure; Public health; Flood management","Sharing information with other organizations","Adaptation is not my organization’s main focus; Limited capacity for community engagement; Insufficient financial resources","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caltrans",NA,NA,NA
"150","R_5jdSbDe3YdgnM2J","A part of my work, with occasional involvement","woodbridge irrigation district","Water Infrastructure Special District (e.g. irrigation district)","Executive management 
(i.e. top management)",NA,"Somewhat concerned","Moderately concerned","Agricultural industry; Flood management; Water supply reliability","Outreach activities regarding new adaptation-related projects jointly with other organizations","Lack of agreement about the future extent of climate impacts; Competing visions for adaptation pathways","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California Department Of Water Resources; State Water Resources Control Board","San Joaquin County; City Of Stockton; City Of Lodi; North San Joaquin Water Conservation District; Stockton East Water District",NA,NA
"151","R_5joAXJltMNvwxpI","A part of my work, with occasional involvement","sacramento county","Local government (cities, counties)","Executive management 
(i.e. top management); Policy advising/analysis; Government relations; Project or program management; Outreach or communication","Sacramento","Moderately concerned","Very concerned","Agricultural industry; Flood management; Water supply reliability","Sharing information with other organizations; Publishing reports or other publicly available documents jointly with other organizations","Adaptation is not my organization’s main focus; Insufficient financial resources","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No",NA,NA,NA,"Disagree",NA,NA,NA,NA,NA,"Disagree",NA,NA,NA,NA,NA,NA,NA,"United States Environmental Protection Agency","California Department Of Energy; California Air Resources Board; California Department Of Fish And Wildlife","Sacramento Metropolitan Air Quality Management District; Sacramento Area Council Of Governments; Yolo County; City Of Elk Grove; City Of Sacramento; Sacramento Municipal Utility District","Sacramento County: Office Of Emergency Services; Environmental Council Of Sacramento; Sierra Club: Mother Lode Chapter; 350 Sacramento; Building Industry Association; Sacramento Association Of Realtors; Sacramento Region Builders Exchange",NA
"152","R_5ltVCmYpjmo8Tty","A major aspect of my work for 1-5 years","yolo county","Local government (cities, counties)","Policy advising/analysis; Planning and design; Government relations","Yolo","Moderately concerned","Very concerned","Ecosystem health; Agricultural industry; Flood management","Implementing projects jointly with other organizations; Carrying out research projects jointly with other organizations; Engaging in joint planning with other organizations; Preparing grant/funding proposals jointly with other organizations","Adaptation is not my organization’s main focus; Permitting obstacles; Lack of effective collaboration among interested parties",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","R_5mRgtumHf3SnEZg","A major aspect of my work for more than 5 years","suscol intertribal council","Tribal Entity","Executive management 
(i.e. top management); Policy advising/analysis; Advocacy; Outreach or communication; Community leadership",NA,"Very concerned","Very concerned","Ecosystem health; Shoreline developments; Biodiversity","Signing a formal agreement with another organization; Carrying out advocacy activities jointly with other organizations; Sharing information with other organizations; Training personnel from other organizations; Publishing reports or other publicly available documents jointly with other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations; Engaging in joint planning with other organizations; Organizing public meetings jointly with other organizations; Preparing grant/funding proposals jointly with other organizations","Lack of political leadership; Limited capacity to acquire funding; Unequal capacity of partners to participate in collaborative planning","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",NA,"Disagree",NA,NA,NA,"Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States Environmnetal Protection Agency","California Public Utilites Commission","Resource Conservation District; Napa County Resource Conservation District; Napa County Resource Conservation District","California; California Firewise; The Ortiz Group; Bay Area Regional Energy Network; California Volunteers Network: Napa; Napa Unified School District; Napa Valley Community College; Santa Rosa Junior College; Suscol Intertribal Council; Vision 2050; Napa Food Bank; Napa Valley Community Based Networks; California Indian Environmental Alliance; Suscol Intertribal Council; San Francisco Estuary Partnership; Cuauhtemoc Villa; Arenstein And Anderson Co., Lpa; Geoff Ellsworth","UC Davis; Standford University; UC Berkeley"
"154","R_5nKRRc2psX6WbE5","A major aspect of my work for more than 5 years","sacramento water forum","Multi-jurisdictional regulatory/planning entity","Executive management 
(i.e. top management)",NA,"Very concerned","Very concerned","Environmental justice 
communities; Economic growth; Agricultural industry","Carrying out advocacy activities jointly with other organizations; Sharing information with other organizations; Engaging in joint planning with other organizations","Adaptation is not my organization’s main focus; Unequal capacity of partners to participate in collaborative planning","No","No","Yes","No","Yes","No","No","No","Yes","No","No","No","No","No","No",NA,NA,NA,"Somewhat agree",NA,"Strongly Agree",NA,NA,NA,"Strongly Agree",NA,NA,NA,NA,NA,NA,NA,"United States Bureau Of Reclamation; National Marine Fisheries Service","California Department Of Water Resources; California Department Of Fish And Wildlife","Sacramento Area Council Of Governments; Sacramento Area Flood Control Agency; Sacramento Municipal Utility District; City Of Sacramento; Sacramento County Water Agency; Placer County Water Agency; San Juan Water District","Capital Region Climate Readiness Collaborative; Environmental Council Of Sacramento; Friends Of The River; Save The American River Association; Sacramento Metro Chamber; University Of California Davis: Environmental Program Management","Tribal Organizations"
"155","R_5oI6NidjyYntH5R","A part of my work, with occasional involvement","unknown_219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","R_5pYNbtAldIp0rlr","A part of my work, with routine involvement","california department of fish and wildlife","State government","Technical advising/analysis; Scientific research",NA,"Somewhat concerned","Moderately concerned","Ecosystem health; Public health; Biodiversity","Carrying out research projects jointly with other organizations; Sharing information with other organizations; Preparing grant/funding proposals jointly with other organizations","Adaptation is not my organization’s main focus; Insufficient financial resources; Insufficient technical expertise","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States Bureau Of Reclamation; National Marine Fisheries Service","California Department Of Water Resources; State Water Resources Control Board",NA,"National Marine Fisheries Service: Southwest Fisheries Science Center; University Of California Berkeley",NA
"157","R_5qHVpnTzFBXDRkF","A part of my work, with routine involvement","contra costa resource conservation district","Environmental Special District (e.g. Park district, open space district)","Technical advising/analysis; Planning and design; Project or program management","Contra Costa","Moderately concerned","Very concerned","Environmental justice 
communities; Agricultural industry; Biodiversity","Implementing projects jointly with other organizations; Signing a formal agreement with another organization; Carrying out research projects jointly with other organizations; Sharing information with other organizations; Training personnel from other organizations; Publishing reports or other publicly available documents jointly with other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations; Engaging in joint planning with other organizations; Streamlining permitting applications jointly with other organizations; Sharing personnel with other organizations; Organizing public meetings jointly with other organizations; Preparing grant/funding proposals jointly with other organizations","Limited capacity to acquire funding; Insufficient financial resources; Unequal capacity of partners to participate in collaborative planning","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No",NA,"Somewhat agree","Somewhat agree",NA,"Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Natural Resources Conservation Service","California Department Of Water Resources; California Department Of Fish And Wildlife; California Department Of Conservation; Wildlife Conservation Board","Contra Costa County; Association Of Bay Area Governments; Solano Resource Conservation District; Yolo Resource Conservation District; San Joaquin County Resource Conservation District","Wilton Rancheria; Cities; Friends Of Marsh Creek Watershed; University Of California Davis; The Volunteer Center Of Contra Costa",NA
"158","R_5qmuuTaJMC27bzQ","A part of my work, with routine involvement","united states geological survey","Federal government","Scientific research",NA,"Very concerned","Very concerned","Ecosystem health; Environmental justice 
communities; Biodiversity","Implementing projects jointly with other organizations; Signing a formal agreement with another organization; Carrying out research projects jointly with other organizations; Sharing information with other organizations; Sharing personnel with other organizations; Preparing grant/funding proposals jointly with other organizations","Limited capacity to acquire funding; Insufficient financial resources; Unequal capacity of partners to participate in collaborative planning","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,"Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","R_5qr8SJCiuOuSPpj","A part of my work, with occasional involvement","bay conservation and development commission","State government","Policy advising/analysis; Technical advising/analysis; Scientific research; Government relations; Outreach or communication","Region 2; Region 3","Moderately concerned","Very concerned","Flood management; Biodiversity; Water supply reliability","Signing a formal agreement with another organization; Carrying out research projects jointly with other organizations; Sharing information with other organizations; Training personnel from other organizations; Publishing reports or other publicly available documents jointly with other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations; Engaging in joint planning with other organizations; Organizing public meetings jointly with other organizations","Limited authority; Limited capacity for community engagement; Insufficient financial resources","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No",NA,"Strongly Agree",NA,NA,"Strongly Agree","Strongly Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States Army Corps Of Engineers; United States Environmental Protection Agency; National Oceanic And Atmospheric Association; National Aeronautics And Space Administration","California Department Of Fish And Wildlife; California Department Of Water Resources; Delta Stewardship Council","California State Coastal Conservancy; Metropolitan Transportation Commission; Association Of Bay Area Governments; Solano County; Contra Costa County; San Mateo County; City Of Novato; Sonoma County; Santa Clara Valley Water District; Alameda Flood Control District; Suisun Resource Conservation District; East Bay Regional Parks District","State Water Resources Control Board: San Francisco Region; San Francisco Estuary Partnership; Bay Area Regional Collaborative; Charg; Save The Bay; Sierra Club: Loma Prieta Chapter; Bay Area Regional Collaborative; San Francisco Estuary Institute; Greenbelt Alliance; University Of California Davis; San Francisco State University; University Of California Berkeley; University Of California Davis; John Calloway","FEMA; Hood Planners; More tribal collaboration"
"160","R_5r0omCIP7ROkvUR","A major aspect of my work for less than a year","california department of food and agriculture","State government","Planning and design; Policy advising/analysis; Project or program management; Outreach or communication",NA,"Very concerned","Very concerned","Ecosystem health; Flood management; Biodiversity","Sharing information with other organizations; Publishing reports or other publicly available documents jointly with other organizations; Engaging in joint planning with other organizations; Organizing public meetings jointly with other organizations","Lack of agreement about the future extent of climate impacts; Lack of political leadership; Competing visions for adaptation pathways","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,"Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Delta Stewardship Council; California Department Of Water Resources; California Air Resources Board","Delta Conservancy",NA,"Sacramento Municipal Utility District; Natural Resources Conservation Service for Delta issues; we collaborate with them on some other issues, but mostly do information-sharing rather than coordination and collaboration.; The Nature Conservancy"
"161","R_5rDDa3GmT7GKr4P","A major aspect of my work for more than 5 years","california state university east bay","Education/Consulting/Research","Scientific research","Region 2; Region 3","Very concerned","Very concerned","Ecosystem health; Flood management; Biodiversity","Implementing projects jointly with other organizations; Signing a formal agreement with another organization; Carrying out research projects jointly with other organizations; Sharing information with other organizations; Publishing reports or other publicly available documents jointly with other organizations; Preparing grant/funding proposals jointly with other organizations","Permitting obstacles; Insufficient financial resources","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States Geological Survey","California Department Of Water Resources; California Department Of Fish And Wildlife",NA,"Lawrence Berkeley National Laboratory; California State University Chico; University Of California Berkeley",NA
"162","R_5rc5Qaude1Dxvze","A part of my work, with routine involvement","solano resource conservation district","Environmental Special District (e.g. Park district, open space district)","Executive management 
(i.e. top management)","Region 1; Region 2; Region 3","Moderately concerned","Very concerned","Agricultural industry; Flood management; Water supply reliability","Implementing projects jointly with other organizations; Carrying out advocacy activities jointly with other organizations; Sharing personnel with other organizations","Adaptation is not my organization’s main focus; Lack of agreement about the future extent of climate impacts; Lack of public support for climate adaptation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","R_5rgyrzIislfsDHr","A part of my work, with occasional involvement","sacramento metropolitan chamber of commerce","No-profit organization/Non-governmental organization/Community-based organization","Policy advising/analysis; Government relations; Advocacy","Region 1","Somewhat concerned","Moderately concerned","Economic growth; Availability of housing; Water supply reliability","Carrying out advocacy activities jointly with other organizations; Sharing information with other organizations; Engaging in joint planning with other organizations","Adaptation is not my organization’s main focus; Limited capacity for community engagement; Insufficient technical expertise",NA,NA,"Yes",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat agree",NA,NA,NA,NA,NA,"Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","R_5sLEjuB0O9eSoaR","A part of my work, with occasional involvement","unknown_101",NA,"Advocacy; Outreach or communication",NA,"Moderately concerned","Very concerned","Ecosystem health; Biodiversity; Water supply reliability","Implementing projects jointly with other organizations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","R_5t6yq3gK9WurXHP","A part of my work, with occasional involvement","valley vision","No-profit organization/Non-governmental organization/Community-based organization","Policy advising/analysis; Planning and design; Government relations; Project or program management; Advocacy; Outreach or communication; Community leadership","Region 1","Very concerned","Very concerned","Ecosystem health; Economic growth; Agricultural industry","Carrying out research projects jointly with other organizations; Sharing information with other organizations; Publishing reports or other publicly available documents jointly with other organizations; Sharing personnel with other organizations","Lack of effective collaboration among interested parties; Insufficient financial resources","No","No","Yes","No","No","No","No","Yes","Yes","No","No","No","Yes","Yes","No",NA,NA,NA,"Strongly Agree",NA,NA,NA,NA,"Agree","Strongly Agree",NA,NA,NA,NA,NA,NA,NA,NA,"Delta Stewardship Council; California Air Resources Board","Delta Conservancy; Sacramento Area Council Of Governments; Sacramento Metropolitan Air Quality Management District; Sacramento County; City Of Sacramento; Placer County Air Pollution Control District","Breathe California: Sacramento Region; Teichert; Sutter Health; Cemex; University Of California Davis; California State University Sacramento; University Of California Agriculture And Natural Resources: Cooperative Extension",NA
"166","R_5uD4pm69ek1eIGz","A part of my work, with occasional involvement","unknown_274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","R_5vQtwdd6W41OEmt","A part of my work, with routine involvement","metropolitan water district of southern california","Water Infrastructure Special District (e.g. irrigation district)","Executive management 
(i.e. top management); Policy advising/analysis; Technical advising/analysis; Scientific research; Government relations; Project or program management",NA,"Very concerned","Very concerned","Transportation infrastructure; Energy infrastructure; Water supply reliability","Implementing projects jointly with other organizations; Signing a formal agreement with another organization; Carrying out research projects jointly with other organizations; Carrying out advocacy activities jointly with other organizations; Sharing information with other organizations; Publishing reports or other publicly available documents jointly with other organizations; Organizing public meetings jointly with other organizations; Preparing grant/funding proposals jointly with other organizations; Joining or supporting litigation or other judicial processes","Lack of effective collaboration among interested parties; Competing visions for adaptation pathways; Unequal capacity of partners to participate in collaborative planning","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No",NA,"Agree","Disagree",NA,"Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States Bureau Of Reclamation; National Marine Fisheries Service; United States Fish And Wildlife Service","California Department Of Water Resources; State Water Resources Control Board; Delta Stewardship Council; California Water Commission","Solano County; Los Angeles County; Contra Costa County; Sacramento County; East Bay Municipal Utility District; Yuba County Water Agency; Westlands Water District","California Trout; The Bay Institute; Restore The Delta; University Of California Davis; University Of California Berkeley",NA
"168","R_5wylndJsBaJyBmE","A part of my work, with occasional involvement","tuolumne river trust","No-profit organization/Non-governmental organization/Community-based organization","Project or program management; Advocacy; Outreach or communication; Community leadership","Communities in the Central Valley upstream of the Delta (Tuolumne + San Joaquin rivers) - Modesto",NA,"Very concerned","Environmental justice 
communities; Flood management; Recreational access","Sharing information with other organizations","Adaptation is not my organization’s main focus; Insufficient financial resources","No","No","No","No","No","No",NA,"No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","R_5ymBILyXia4M21U","A part of my work, with occasional involvement","west sacramento housing development corporation","No-profit organization/Non-governmental organization/Community-based organization","Community leadership","West Sac","Moderately concerned","Unsure","Availability of housing; Flood management; Water supply reliability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
