"","ResponseId","involve","org_representation","org","org_type","title","tasks","affiliations","location","informShort","informLong","concernShort","concernLong","agree","science","info","impact","top_sector","policy","collabActivities","barriers","resources","forum_1","forum_2","forum_3","forum_4","forum_5","forumGoals_5","forumProgress_5","forumProcess_1","forumProcess_2","forumProcess_3","forumProcess_4","forumProcess_5","forumBarriers_1","forumBarriers_2","forumBarriers_3","forumBarriers_4","forumBarriers_5","forumFairness_1","forumFairness_2","forumFairness_3","forumFairness_4","forumFairness_5","forumImpact_1","forumImpact_2","forumImpact_3","forumImpact_4","forumImpact_5","collaboratorState","missing_collaborators"
"371","R_2WvTYcXDfJcQa9B","A part of my work, with occasional involvement","Yes, I am involved on behalf of several organizations","cdim engineering","Education/Consulting/Research","Principal Engineer","Executive management (i.e. top management),Project management,Other (please explain in the text box): Civil engineering","Weiss Associates","Point Richmond,San Leandro,East Bay Crescent,Golden Gate,Mission - Islais","Somewhat informed","Somewhat informed","Somewhat concerned","Very concerned","Fairly high level of agreement concerning the risks","Scientists' participation in policy meetings,Collaborative relationships between stakeholders and scientists working on Sea Level Rise,Increase availability of data regarding sea level rise vulnerability","Flood risk maps,Coastal geology map,Sea level rise projections,Shoreline change data,Vulnerability assessments,Habitat studies,Type of shoreline protection,Climate and weather information,Water supply or water quality studies","In the next few decades","Wastewater and storm water infrastructure,Property values,Commercial developments","Create a regional Sea Level Rise adaptation plan,Complete vulnerability assessments for all 9 counties,Create a single information platform concerning the status of projects related to sea level rise in the Bay Area, cost projections and scenarios","Sharing information with other organizations,Publishing reports or other publicly available documents jointly with other organizations,Other (please specify): Design to accommodate SLR","Insufficient financial resources,Uncertainty about the future extent of sea level rise,Lack of availability of adequate scientific information","Neither too much nor too little","Bay Planning Coaltion Resiliant Shoreline Committee","RPD ",NA,NA,NA,"Strongly agree","Somewhat agree","For most decisions, most stakeholders can benefit as long as they can develop a common policy","For most decisions, most stakeholders can benefit as long as they can develop a common policy",NA,NA,NA,"The time demands are too high","The time demands are too high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCDC",NA
"372","R_pKPBRNJFyt7E9b3","A major aspect of my work for 1-5 years","Yes, I am involved on behalf of one organization","aecom","Education/Consulting/Research","Senior Project Engineer","Project management,Other (please explain in the text box): Engineering Design",NA,"Napa - Sonoma,Petaluma,Novato","Somewhat informed","Well-informed","Somewhat concerned","Very concerned","Fairly high level of agreement concerning the risks","Collaborative relationships between stakeholders and scientists working on Sea Level Rise,Stakeholder agreement on the interpretation of scientific information","Sea level rise projections,Vulnerability assessments","In the next few decades","Transportation infrastructure,Economic growth,Ecosystem health","Lobby at the state or federal level for funding to help respond to sea level rise in California,Develop faster/more efficient permitting processes that incorporate considerations of sea level rise,Empowering an existing regional agency to address sea level rise in the Bay Area","Sharing information with other organizations,Organizing public meetings jointly with other organizations,Outreach activities regarding new sea level rise-related projects jointly with other organizations","Opposition from stakeholders groups,Lack of an overarching plan to address sea level rise in the Bay Area,Lack of public support for policies addressing sea level rise","Neither too much nor too little","SR37 Integrated Traffic, Infrastructure and Sea Level Rise Analysis","SR37 Design Alternatives Assessment",NA,NA,NA,"Somewhat agree","Somewhat agree","Although most stakeholders can benefit from most decisions, there is conflict over who will benefit most.","Although most stakeholders can benefit from most decisions, there is conflict over who will benefit most.",NA,NA,NA,"The time demands are too high","The process is controlled by a few dominant stakeholders",NA,NA,NA,"7","9",NA,NA,NA,"9","9",NA,NA,NA,"Caltrans District 4",NA
"373","R_2YVsKQPPPYwIfSM","A major aspect of my work for less than a year","Yes, I am involved on behalf of one organization","dogpatch and nw potrero hill","Environmental Special District","VP","Other (please explain in the text box): Multiple",NA,"Mission - Islais","Somewhat informed","Somewhat informed","Concerned","Concerned","Fairly high level of agreement concerning the risks","Dissemination of scientific information in plain language to the general public,Collaborative relationships between stakeholders and scientists working on Sea Level Rise,Creation of a single online platform where all available scientific information on sea level rise is made available to policy-makers and stakeholders","Flood risk maps,Coastal geology map,Sea level rise projections,Property tax information,Demographic data,Climate and weather information,Water supply or water quality studies","They have been felt for a while already","Wastewater and storm water infrastructure,Disadvantaged communities,Water supply infrastructure","Lobby at the state or federal level for funding to help respond to sea level rise in California,Promote projects aimed at accommodating sea level rise with ""green"" infrastructure,Establish a new regional authority to address sea level rise in the Bay Area","Preparing grant/funding proposals jointly with other organizations,Organizing public meetings jointly with other organizations,Outreach activities regarding new sea level rise-related projects jointly with other organizations","Insufficient human resources to analyze relevant information,Lack of an overarching plan to address sea level rise in the Bay Area","Neither too much nor too little",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","R_1NhyRpK3t4OUdpM","A part of my work, with occasional involvement","Yes, I am involved on behalf of one organization","magnusson klemencic asssociates","Trade/Business/Industry Group","Senior Principal","Executive management (i.e. top management)",NA,"Golden Gate,San Francisquito,Stevens","Well-informed","Well-informed","Somewhat concerned","Concerned","Fairly high level of agreement concerning the risks","Dissemination of scientific information in plain language to the general public,Collaborative relationships between stakeholders and scientists working on Sea Level Rise,Creation of a single online platform where all available scientific information on sea level rise is made available to policy-makers and stakeholders","Flood risk maps,Sea level rise projections,Vulnerability assessments,Climate and weather information,Water supply or water quality studies","They are starting to be felt right now","Water supply infrastructure,Wastewater and storm water infrastructure,Ecosystem health","Lobby at the state or federal level for funding to help respond to sea level rise in California,Focus attention on the impact of sea level rise on disadvantaged communities in the Bay Area,Establish a new regional authority to address sea level rise in the Bay Area","Sharing information with other organizations,Engaging in joint planning with other organizations,Carrying out research projects jointly with other organizations","Lack of experience collaborating with other organizations in the Bay Area,Lack of an overarching plan to address sea level rise in the Bay Area,Permitting obstacles","Neither too much nor too little",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","R_22tBGoiFLW5mz0M","A part of my work, with routine involvement","Yes, I am involved on behalf of one organization","contra costa water district","Water Infrastructure Special District","Senior Water Resources Specialist","Policy analysis,Planning,Scientific research,Governmental affairs,Project management",NA,"Carquinez South,Walnut,Port Chicago,Montezuma Slough,Suisun Slough,Carquinez North","Well-informed","Well-informed","Concerned","Concerned","Low level of agreement concerning the risks","Stakeholder agreement on the interpretation of scientific information,Other (please explain in the text box): 1. Hydrodynamic models that span from the ocean through the Delta (not proprietary code). 2. Need help figuring out how to incorporate range of uncertainty associated with sea level rise into local planning and infrastructure design and decisions","Flood risk maps,Sea level rise projections","They are starting to be felt right now","Water supply infrastructure,Wastewater and storm water infrastructure,Transportation infrastructure","Create a regional Sea Level Rise adaptation plan,Create a single information platform concerning the status of projects related to sea level rise in the Bay Area, cost projections and scenarios,Create, in the short term, a ""visioning process"" where stakeholders collaboratively identify the principles, goals and actions for addressing sea level rise in the Bay Area","Sharing information with other organizations,Engaging in joint planning with other organizations,Carrying out research projects jointly with other organizations","Other (please explain): Just not a high priority compared to other issues in my organization.","Too little","Adapting to Rising Tides","Climate Readiness Insitute","BayCan","Hyperion Project",NA,"Somewhat agree","Don't know","For most decisions, most stakeholders can benefit as long as they can develop a common policy","For most decisions, most stakeholders can benefit as long as they can develop a common policy","For most decisions, most stakeholders can benefit as long as they can develop a common policy","For most decisions, most stakeholders can benefit as long as they can develop a common policy",NA,"There is too much scientific uncertainty","There are no barriers","Don't know","The time demands are too high",NA,"5","5",NA,"6",NA,NA,NA,NA,NA,NA,"California Department of Water Resources",NA
"376","R_306K5D0JJ82Wy1z","No involvement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","R_10ZradocH0v11wp","A part of my work, with routine involvement","Yes, I am involved on behalf of one organization","city of foster city","Local government","Director of Public Works/City Engineer","Project management",NA,"San Mateo,Belmont - Redwood","Very well-informed","Very well-informed","Not concerned","Somewhat concerned","Not very high level of agreement concerning the risks","Increased stakeholders' familiarity with scientific tools (e.g. sea level rise forecasting models),Dissemination of scientific information in plain language to the general public,Creation of a single online platform where all available scientific information on sea level rise is made available to policy-makers and stakeholders","Flood risk maps,Sea level rise projections,Vulnerability assessments,Type of shoreline protection","In the next few decades","Transportation infrastructure,Wastewater and storm water infrastructure,Property values","Lobby at the state or federal level for funding to help respond to sea level rise in California,Develop faster/more efficient permitting processes that incorporate considerations of sea level rise,Promoting projects with different or innovative design solutions","Sharing information with other organizations,Outreach activities regarding new sea level rise-related projects jointly with other organizations","Lack of availability of adequate scientific information,Lack of an overarching plan to address sea level rise in the Bay Area,Permitting obstacles","Neither too much nor too little","Resilient by Design",NA,NA,NA,NA,"Somewhat agree","Somewhat agree","Although most stakeholders can benefit from most decisions, there is conflict over who will benefit most.",NA,NA,NA,NA,"The initiative lacks authority to produce binding decisions",NA,NA,NA,NA,"6",NA,NA,NA,NA,"4",NA,NA,NA,NA,"California Regional Water Quality Control Board",NA
"378","R_1qh0yic7CCZ1GPw","A part of my work, with occasional involvement","No, I am involved on my own",NA,NA,"Outreach Coordinator",NA,NA,"Point Richmond,San Leandro,Wildcat,East Bay Crescent,Pinole,Carquinez South,Walnut,Port Chicago,Montezuma Slough,Suisun Slough,Carquinez North,Napa - Sonoma,Petaluma,Novato,Gallinas,San Rafael,Golden Gate,Colma - San Bruno,San Mateo,Belmont - Redwood,San Francisquito,Santa Clara Valley,Mowry,Alameda,Stevens,Corte Madera,Richardson,Mission - Islais,Yosemite - Visitacion,San Lorenzo","Well-informed","Well-informed","Concerned","Very concerned","High level of agreement concerning the risks","Dissemination of scientific information in plain language to the general public,Dissemination of scientific information in plain language to policy stakeholders","Flood risk maps,Sea level rise projections,Vulnerability assessments","They are starting to be felt right now","Wastewater and storm water infrastructure,Ecosystem health,Disadvantaged communities","Complete vulnerability assessments for all 9 counties,Focus attention on the impact of sea level rise on disadvantaged communities in the Bay Area,Promote projects aimed at accommodating sea level rise with ""green"" infrastructure","Sharing information with other organizations,Outreach activities regarding new sea level rise-related projects jointly with other organizations","Lack of relationships with community-based organizations",NA,"Resilient by Design","Save the Bay",NA,NA,NA,"Somewhat agree","Somewhat agree","Although most stakeholders can benefit from most decisions, there is conflict over who will benefit most.","For most decisions, most stakeholders can benefit as long as they can develop a common policy",NA,NA,NA,"The process is controlled by a few dominant stakeholders","There are no barriers",NA,NA,NA,"5","7",NA,NA,NA,"7","9",NA,NA,NA,NA,NA
"379","R_tYd8ldtmPWPWPnz","A major aspect of my work for 1-5 years","Yes, I am involved on behalf of one organization","berg holdings","Trade/Business/Industry Group","Manager","Executive management (i.e. top management),Policy analysis,Planning",NA,"Napa - Sonoma,Petaluma,Novato,Gallinas","Well-informed","Well-informed","Concerned","Concerned","Fairly high level of agreement concerning the risks","Collaborative relationships between stakeholders and scientists working on Sea Level Rise,Creation of a single online platform where all available scientific information on sea level rise is made available to policy-makers and stakeholders,Stakeholder agreement on the interpretation of scientific information","Flood risk maps,Sea level rise projections,Shoreline change data","They are starting to be felt right now","Water supply infrastructure,Wastewater and storm water infrastructure,Transportation infrastructure","Complete vulnerability assessments for all 9 counties,Develop faster/more efficient permitting processes that incorporate considerations of sea level rise,Supporting local jurisdictions to respond to sea level rise threats as they see fit","Engaging in joint planning with other organizations,Sharing personnel with other organizations,Organizing public meetings jointly with other organizations","Lack of experience collaborating with other organizations in the Bay Area,Permitting obstacles","Neither too much nor too little",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," BCDC ","BCDC "
"380","R_7QAVyA2Ke5NnhN7","A part of my work, with routine involvement","Yes, I am involved on behalf of one organization","wrt","Education/Consulting/Research","Principal","Executive management (i.e. top management),Planning,Outreach/Communication",NA,"Point Richmond,San Leandro,East Bay Crescent,Napa - Sonoma,San Rafael,Alameda","Well-informed","Somewhat informed","Somewhat concerned","Very concerned","Fairly high level of agreement concerning the risks","Dissemination of scientific information in plain language to the general public,Scientists' participation in policy meetings,Creation of a single online platform where all available scientific information on sea level rise is made available to policy-makers and stakeholders,Training policy-makers in the basic science concerning sea level rise","Flood risk maps,Sea level rise projections,Demographic data,Habitat studies,Other (please explain in the text box): Wave run up
Storm surge","In the next few decades","Ecosystem health,Disadvantaged communities,Transportation infrastructure","Lobby at the state or federal level for funding to help respond to sea level rise in California,Create, in the short term, a ""visioning process"" where stakeholders collaboratively identify the principles, goals and actions for addressing sea level rise in the Bay Area,Empowering an existing regional agency to address sea level rise in the Bay Area","Carrying out research projects jointly with other organizations,Other (please specify): Participating in Resilient by design","Lack of experience collaborating with other organizations in the Bay Area,Lack of leadership within my organization,Lack of public support for policies addressing sea level rise","Too little","Resilient by Design","Richardson’s Bay anchorage","Albany bulb transition study",NA,NA,"Agree","Agree","For most decisions, most stakeholders can benefit as long as they can develop a common policy","Although most stakeholders can benefit from most decisions, there is conflict over who will benefit most.","For most decisions, most stakeholders can benefit as long as they can develop a common policy",NA,NA,NA,NA,NA,NA,NA,"7","7","9",NA,NA,"9","7","9",NA,NA,"BCDC, California State Coastal Conservancy",NA
"381","R_2iul2kqMRnFSIil","A major aspect of my work for more than 5 years","Yes, I am involved on behalf of several organizations","shore up marin","Environmental Group","Designer, Planner","Executive management (i.e. top management),Policy analysis,Planning,Scientific research,Governmental affairs,Project management,Advocacy,Outreach/Communication,Other (please explain in the text box): Equity ","College of Environmental Design, UCB","Gallinas,San Rafael,Richardson","Very well-informed","Very well-informed","Very concerned","Very concerned","Not very high level of agreement concerning the risks","Scientists' participation in policy meetings,Collaborative relationships between stakeholders and scientists working on Sea Level Rise,Training policy-makers in the basic science concerning sea level rise,Other (please explain in the text box): Public Education, preschool, K-12 project based learning","Flood risk maps,Coastal geology map,Sea level rise projections,Property tax information,Demographic data,Shoreline change data,Vulnerability assessments,Habitat studies,Endangered species studies,Type of shoreline protection,Climate and weather information,Water supply or water quality studies,Other (please explain in the text box): Current Community Plans and accompanying E.I.R., 
Countywide Sea Rise & E.I.R. Docs
Sierra Club and Conservation League of Marin, Land Trusts, Reclamation Of Marsh Land, DPW & Flood Zone 3 Docs","They have been felt for a while already","Water supply infrastructure,Ecosystem health,Disadvantaged communities","Lobby at the state or federal level for funding to help respond to sea level rise in California,Supporting local jurisdictions to respond to sea level rise threats as they see fit,Create a collaborative partnership between existing agencies and stakeholders (regional, county, local) to address sea level rise in the Bay Area","Sharing information with other organizations,Engaging in joint planning with other organizations,Implementing projects jointly with other organizations,Carrying out research projects jointly with other organizations,Preparing grant/funding proposals jointly with other organizations,Organizing public meetings jointly with other organizations,Outreach activities regarding new sea level rise-related projects jointly with other organizations,Joining or supporting litigation or other judicial processes,Carrying out advocacy activities jointly with other organizations","Lack of political leadership of elected officials,Lack of public support for policies addressing sea level rise","Neither too much nor too little","Shore-Up Marin","Community Emergency Response Team","Resilient Communities Iniative","Game of Floods","Marin County Assesment","Agree","Agree","For most decisions, one stakeholder's gain involves another stakeholder's loss.","For most decisions, most stakeholders can benefit as long as they can develop a common policy","For most decisions, most stakeholders can benefit as long as they can develop a common policy","Although most stakeholders can benefit from most decisions, there is conflict over who will benefit most.","For most decisions, one stakeholder's gain involves another stakeholder's loss.","The process is controlled by a few dominant stakeholders","The available funding is not sufficient","The available funding is not sufficient","Participants do not trust each other","The process is controlled by a few dominant stakeholders","8","5","7","3","4","8","7","8","3","8",NA,NA
"382","R_2rD70rshEyj2Jcu","No involvement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","R_1ifjT1Q3MCVB7ke","No involvement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","R_ZIxmrJU9zVPDT1L","A part of my work, with occasional involvement","Yes, I am involved on behalf of one organization","california department of public health","State government","Health Program and Policy Specialist","Policy analysis,Planning,Governmental affairs,Project management,Outreach/Communication,Other (please explain in the text box): Review and provide input to State draft plans and grant guidelines",NA,NA,"Somewhat informed","Somewhat informed","Concerned","Very concerned","Fairly high level of agreement concerning the risks","Collaborative relationships between stakeholders and scientists working on Sea Level Rise,Dissemination of scientific information in plain language to policy stakeholders,Increase availability of data regarding sea level rise vulnerability","Flood risk maps,Sea level rise projections,Vulnerability assessments","In the next few years","Disadvantaged communities,Public health,Availability of housing","Pass local tax measures to address sea level rise,Focus attention on the impact of sea level rise on disadvantaged communities in the Bay Area,Create a collaborative partnership between existing agencies and stakeholders (regional, county, local) to address sea level rise in the Bay Area","Sharing information with other organizations","Uncertainty about the future extent of sea level rise","Too little","California Climate Action Team","CalBRACE Project (CDPH)",NA,NA,NA,"Don't know","Agree","Although most stakeholders can benefit from most decisions, there is conflict over who will benefit most.","For most decisions, most stakeholders can benefit as long as they can develop a common policy",NA,NA,NA,"The initiative lacks authority to produce binding decisions","The available funding is not sufficient",NA,NA,NA,"7","9",NA,NA,NA,"8","9",NA,NA,NA,"CalEPA, California Coastal Commission",NA
"385","R_1gHIx8erG2DDsfN","A part of my work, with routine involvement","Yes, I am involved on behalf of one organization","nha advisiors","Education/Consulting/Research","Principal","Executive management (i.e. top management)",NA,"San Leandro,Wildcat,Napa - Sonoma,Petaluma,Novato,San Rafael,Colma - San Bruno,Belmont - Redwood,San Francisquito,Alameda,Stevens,Richardson,Mission - Islais,Yosemite - Visitacion","Well-informed","Somewhat informed","Very concerned","Very concerned","Not very high level of agreement concerning the risks","Dissemination of scientific information in plain language to the general public,Creation of a single online platform where all available scientific information on sea level rise is made available to policy-makers and stakeholders,Stakeholder agreement on the interpretation of scientific information","Flood risk maps,Sea level rise projections,Property tax information,Demographic data,Type of shoreline protection,Water supply or water quality studies","They are starting to be felt right now","Wastewater and storm water infrastructure,Property values,Transportation infrastructure","Create a regional Sea Level Rise adaptation plan,Complete vulnerability assessments for all 9 counties,Create a collaborative partnership between existing agencies and stakeholders (regional, county, local) to address sea level rise in the Bay Area","Sharing information with other organizations,Engaging in joint planning with other organizations,Carrying out research projects jointly with other organizations,Publishing reports or other publicly available documents jointly with other organizations","Uncertainty about the future extent of sea level rise,Lack of an overarching plan to address sea level rise in the Bay Area,Lack of public support for policies addressing sea level rise","Neither too much nor too little","Resilient by Design",NA,NA,NA,NA,"Agree","Agree","For most decisions, most stakeholders can benefit as long as they can develop a common policy",NA,NA,NA,NA,"There is too much scientific uncertainty",NA,NA,NA,NA,"9",NA,NA,NA,NA,"9",NA,NA,NA,NA,"Ocean Protection Council, OPR, California State Coastal Conservancy","United States Army Corps of Engineers (USACE), FEMA, 0, 1, Positive, Unknown"
"386","R_2E14r0HzljR5ke7","A part of my work, with occasional involvement","Yes, I am involved on behalf of one organization","city and county of sf","Local government","Landscape Architectural Assistant","Other (please explain in the text box): Landscape Architecture",NA,"Golden Gate,Mission - Islais","Somewhat informed","Somewhat informed","Concerned","Concerned","Not very high level of agreement concerning the risks","Scientists' participation in policy meetings,Collaborative relationships between stakeholders and scientists working on Sea Level Rise,Training policy-makers in the basic science concerning sea level rise","Flood risk maps,Sea level rise projections,Demographic data","In the next few years","Transportation infrastructure,Public health,Water supply infrastructure","Pass local tax measures to address sea level rise,Promote projects aimed at accommodating sea level rise with ""green"" infrastructure,Empowering an existing regional agency to address sea level rise in the Bay Area","Nothing","Lack of experience collaborating with other organizations in the Bay Area,Opposition from stakeholders groups,Lack of public support for policies addressing sea level rise","Too little",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Resilient by Design"
"387","R_1mVgwYLWnIoVYoo","A part of my work, with occasional involvement","Yes, I am involved on behalf of one organization","bay area air quality management district","Regional government","Senior Planner","Policy analysis,Planning,Scientific research,Governmental affairs,Project management,Advocacy,Outreach/Communication",NA,"Novato,San Rafael,Golden Gate,Colma - San Bruno,San Mateo,Belmont - Redwood,Santa Clara Valley,Alameda,Corte Madera","Not informed","Not informed","Somewhat concerned","Somewhat concerned","Fairly high level of agreement concerning the risks","Creation of a single online platform where all available scientific information on sea level rise is made available to policy-makers and stakeholders,Stakeholder agreement on the interpretation of scientific information,Training policy-makers in the basic science concerning sea level rise","Sea level rise projections,Shoreline change data,Climate and weather information","By 2100","Water supply infrastructure,Energy infrastructure,Transportation infrastructure","Create a regional Sea Level Rise adaptation plan,Create, in the short term, a ""visioning process"" where stakeholders collaboratively identify the principles, goals and actions for addressing sea level rise in the Bay Area,Create a collaborative partnership between existing agencies and stakeholders (regional, county, local) to address sea level rise in the Bay Area","Publishing reports or other publicly available documents jointly with other organizations","Don't know","Neither too much nor too little",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","R_3qX6yQpngNeRjFD","A part of my work, with occasional involvement","Yes, I am involved on behalf of one organization",NA,"Other","Retired","Prefer not to say",NA,"Golden Gate,Mission - Islais","Somewhat informed","Somewhat informed","Concerned","Very concerned","Low level of agreement concerning the risks","Dissemination of scientific information in plain language to the general public,Scientists' participation in policy meetings,Creation of a single online platform where all available scientific information on sea level rise is made available to policy-makers and stakeholders","Sea level rise projections,Property tax information,Shoreline change data,Vulnerability assessments,Habitat studies,Type of shoreline protection,Climate and weather information,Water supply or water quality studies","They have been felt for a while already","Transportation infrastructure,Public health,Commercial developments","Create a regional Sea Level Rise adaptation plan,Focus attention on the impact of sea level rise on disadvantaged communities in the Bay Area,Create, in the short term, a ""visioning process"" where stakeholders collaboratively identify the principles, goals and actions for addressing sea level rise in the Bay Area","Joining or supporting litigation or other judicial processes","Uncertainty about the future extent of sea level rise,Lack of public support for policies addressing sea level rise,Lack of relationships with community-based organizations","Too little",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","R_2YnZXk576TxRvUi","A major aspect of my work for more than 5 years","Yes, I am involved on behalf of one organization",NA,"Education/Consulting/Research","Professor","Planning,Scientific research",NA,"Point Richmond,San Leandro,Wildcat,East Bay Crescent,Pinole,Carquinez South,Walnut,Port Chicago,Montezuma Slough,Suisun Slough,Carquinez North,Napa - Sonoma,Petaluma,Novato,Gallinas,San Rafael,Golden Gate,Colma - San Bruno,San Mateo,Belmont - Redwood,San Francisquito,Santa Clara Valley,Mowry,Alameda,Stevens,Corte Madera,Richardson,Mission - Islais,Yosemite - Visitacion,San Lorenzo",NA,"Well-informed","Somewhat concerned","Very concerned","Fairly high level of agreement concerning the risks","Dissemination of scientific information in plain language to the general public","Coastal geology map","In the next few decades","Wastewater and storm water infrastructure,Availability of housing,Disadvantaged communities","Create a regional Sea Level Rise adaptation plan,Other (please explain),Other (please explain),  strategies that address potential displacement of disagvantaged communities, strategies that allow us to repair potential mistakes in our responses","Other (please specify): publishing a book","Lack of an overarching plan to address sea level rise in the Bay Area","Neither too much nor too little","ART","Bay Lands Inventory",NA,NA,NA,"Strongly agree","Strongly agree","For most decisions, most stakeholders can benefit as long as they can develop a common policy","For most decisions, most stakeholders can benefit as long as they can develop a common policy",NA,NA,NA,NA,NA,NA,NA,NA,"10","10",NA,NA,NA,"10","10",NA,NA,NA,"BCDC",NA
"390","R_2bTzczS71GExsiR","A part of my work, with occasional involvement","Yes, I am involved on behalf of one organization","aya","Community-based organization","STEAM Instructor","Other (please explain in the text box): Educational instructor and project management",NA,"Santa Clara Valley,Stevens","Somewhat informed","Not informed","Concerned","Very concerned","Fairly high level of agreement concerning the risks","Increased stakeholders' familiarity with scientific tools (e.g. sea level rise forecasting models),Dissemination of scientific information in plain language to the general public,Creation of a single online platform where all available scientific information on sea level rise is made available to policy-makers and stakeholders","Flood risk maps,Sea level rise projections,Demographic data,Habitat studies","In the next few years","Water supply infrastructure,Wastewater and storm water infrastructure,Disadvantaged communities","Create a single information platform concerning the status of projects related to sea level rise in the Bay Area, cost projections and scenarios,Focus attention on the impact of sea level rise on disadvantaged communities in the Bay Area,Promote projects aimed at accommodating sea level rise with ""green"" infrastructure","Other (please specify): youth education workshops ","Lack of leadership within my organization","Far too little","Resilient By Design",NA,NA,NA,NA,"Agree","Agree","For most decisions, most stakeholders can benefit as long as they can develop a common policy",NA,NA,NA,NA,"Don't know",NA,NA,NA,NA,"7",NA,NA,NA,NA,"9",NA,NA,NA,NA,NA,"Exploratorium, Center for Biological Diversity, 0, 0, Neutral, Unknown"
"391","R_2TuthcuQp7ZSKZb","No involvement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","R_7X2ZFNEAkVpO4yR","A part of my work, with routine involvement","Yes, I am involved on behalf of one organization","a major consulting firm","Education/Consulting/Research","Senior restoration ecologist","Planning,Scientific research,Project management,Outreach/Communication","Other consulting","Walnut,Port Chicago,Napa - Sonoma,Petaluma,Novato,Gallinas,San Francisquito,Santa Clara Valley,San Lorenzo","Well-informed","Somewhat informed","Concerned","Very concerned","Low level of agreement concerning the risks","Scientists' participation in policy meetings,Collaborative relationships between stakeholders and scientists working on Sea Level Rise,Creation of a single online platform where all available scientific information on sea level rise is made available to policy-makers and stakeholders","Sea level rise projections,Shoreline change data,Habitat studies,Endangered species studies,Type of shoreline protection,Water supply or water quality studies","They are starting to be felt right now","Transportation infrastructure,Water supply infrastructure","Develop faster/more efficient permitting processes that incorporate considerations of sea level rise,Empowering an existing regional agency to address sea level rise in the Bay Area,Create a collaborative partnership between existing agencies and stakeholders (regional, county, local) to address sea level rise in the Bay Area","Other (please specify): Projects for coastal land owners","Uncertainty about the future extent of sea level rise,Lack of availability of adequate scientific information,Permitting obstacles","Neither too much nor too little","Resilient by design",NA,NA,NA,NA,"Somewhat agree","Disagree",NA,NA,NA,NA,NA,"Participants do not share common views",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCDC, Coastal Commission and Conservancy",NA
"393","R_1rBMUqLpuyMLqs5","No involvement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
