"","ResponseId","involvement","primary_org","org_type_assigned","tasks","sector","scale","scale_location","land_use","years","concern_25_slr","concern_25_heat","concern_25_flood","concern_25_drought","concern_25_fire","concern_25_smoke","concern_25_aq","concern_25_wq","concern_2100_slr","concern_2100_heat","concern_2100_flood","concern_2100_drought","concern_2100_fire","concern_2100_smoke","concern_2100_aq","concern_2100_wq","top_sector","app","collab_acts","barriers","str_fl1","str_fl2","str_fl3","str_fl4","str_fl5","str_fl6","str_fl_o","str_eco1","str_eco2","str_eco3","str_eco4","str_eco_o","str_ag1","str_ag2","str_ag3","str_ag4","str_ag_o","str_ws1","str_ws2","str_ws3","str_ws4","str_ws5","str_ws_o","funding_fed","funding_state","funding_reg","funding_local","funding_phil","funding_dist","funding_tax","funding_o","forum_art","forum_baycan","forum_crc","forum_da","forum_sfep","forum_ccccl","forum_ccse","forum_sccc","forum_rpp","forum_sr","forum_sjrcc","forum_sbrr","forum_yccac","forum_ycrrc","forum_ryc","forum_involvement_o","forum_rank_art","forum_rank_baycan","forum_rank_crc","forum_rank_da","forum_rank_sfep","forum_rank_ccccl","forum_rank_ccse","forum_rank_sccc","forum_rank_rpp","forum_rank_sr","forum_rank_sjrcc","forum_rank_sbrr","forum_rank_yccac","forum_rank_ycrrc","forum_rank_ryc","forum_rank_o","forum1_learn_art","forum1_learn_baycan","forum1_learn_crc","forum1_learn_da","forum1_learn_sfep","forum1_learn_ccccl","forum1_learn_ccse","forum1_learn_sccc","forum1_learn_rpp","forum1_learn_sr","forum1_learn_sjrcc","forum1_learn_sbrr","forum1_learn_yccac","forum1_learn_ycrrc","forum1_learn_ryc","forum_learn_o","forum2_action_art","forum2_action_baycan","forum2_action_crc","forum2_action_da","forum2_action_sfep","forum2_action_ccccl","forum2_action_ccse","forum2_action_sccc","forum2_action_rpp","forum2_action_sr","forum2_action_sjrcc","forum2_action_sbrr","forum2_action_yccac","forum2_action_ycrrc","forum2_action_ryc","forum_action_o","forum_sat_1","forum_sat_2","forum_sat_3","forum_sat_4","forum_sat_5","forum_sat_6","forum_sat_7","forum_sat_8","forum_sat_9","forum_sat_10","forum_sat_11","forum_pa_1","forum_pa_2","forum_pa_3","forum_pa_4","forum_pa_5","forum_pa_6","forum_pa_7","forum_pa_8","missing_collab","missing_org_name._1","missing_org_name._2","missing_org_name._3","missing_org_name._4","missing_org_name._5"
"217","R_6gRDouSXv2VlPdA","A part of my work, with routine involvement","350 Contra Costa","cbo_ngo","Executive management 
(i.e. top management); Policy advising/analysis; Planning and design; Government relations; Project or program management; Advocacy; Outreach or communication; Community leadership","Environmental justice","County","Contra Costa","Suburban; Urban",6,"Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Environmental justice 
communities; Public health; Economic growth","Participate in adaptation “visioning” exercises (e.g., identifying the goals of climate adaptation); Select the best adaptation options to implement; Monitor the effects of different adaptation solutions; Engage with groups impacted by adaptation efforts; Communicate climate risks and adaptation opportunities","Carrying out advocacy activities jointly with other organizations; Sharing information with other organizations; Engaging in joint planning with other organizations","Adaptation is not my organization’s main focus; Lack of effective collaboration among interested parties","High priority","No opinion","High priority","High priority",NA,"High priority","High priority: generate scenarios to understand health and safety risks on local communities","High priority","High priority","High priority","High priority",NA,"High priority","No opinion","No opinion","No opinion",NA,"High priority","High priority","No opinion","High priority","High priority",NA,"No opinion","No opinion","No opinion","No opinion","No opinion","No opinion","No opinion","No opinion: would need more information to offer answers","No","No","No","No","No","Yes",NA,"No","No","No","No","No","No","No","No","CACTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","","","","",""
"218","R_6hDUIoPzBU0cE4i","A part of my work, with routine involvement","City Of Antioch","local_gov","Policy advising/analysis; Technical advising/analysis; Planning and design; Project or program management; Outreach or communication; Community leadership","Ecosystem management; Energy; Environmental justice; Emergency management; Transportation; Water supply; Waste and stormwater management","Community","City of Antioch","Suburban",5,"Somewhat concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Moderately concerned","Somewhat concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Environmental justice 
communities; Public health; Flood management","Identify how climate change will impact the natural/built environment; Participate in adaptation “visioning” exercises (e.g., identifying the goals of climate adaptation); Develop potential adaptation options; Select the best adaptation options to implement; Monitor the effects of different adaptation solutions; Analyze and synthesize data to evaluate the adaptation solutions; Engage with groups impacted by adaptation efforts; Communicate climate risks and adaptation opportunities","Sharing information with other organizations; Engaging in joint planning with other organizations; Organizing public meetings jointly with other organizations","Lack of political leadership; Lack of public support for climate adaptation; Limited capacity for community engagement","High priority","Medium priority","High priority","Medium priority","Medium priority","High priority",NA,NA,"Medium priority","Low priority","High priority",NA,"High priority","High priority","High priority","Medium priority",NA,"High priority","Low priority","Low priority","High priority","Medium priority",NA,"No opinion","No opinion","No opinion","Increase a moderate amount","Increase a large amount","No opinion","No opinion",NA,"Yes","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No",NA,1,NA,NA,2,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very effective",NA,NA,"Very effective",NA,NA,"Somewhat effective",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Strongly Agree",NA,NA,"Strongly Agree",NA,NA,"Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very satisfied","Very satisfied","Very satisfied","Very satisfied","Very satisfied","Very satisfied","Very satisfied","Neutral","Very satisfied","Somewhat satisfied","Neutral","Very satisfied","Very satisfied","Very satisfied","Very satisfied","Very satisfied","Somewhat satisfied","Somewhat satisfied","Very satisfied","No","","","","",""
"219","R_6hMstKRTNwSU7Va","A part of my work, with occasional involvement","University Of California Davis","ecr","Community leadership","Agriculture; Ecosystem management; Environmental justice; Public health; Transportation; Community development; Water supply; Waste and stormwater management; Finance","County","Yolo","Rural",2,"Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Moderately concerned","Unsure","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Moderately concerned","Unsure","Ecosystem health; Environmental justice 
communities; Water supply reliability","Develop potential adaptation options; Analyze adaptation options’ ability to address climate impacts of concern; Select the best adaptation options to implement; Engage with groups impacted by adaptation efforts; Communicate climate risks and adaptation opportunities","Sharing information with other organizations; Publishing reports or other publicly available documents jointly with other organizations; Engaging in joint planning with other organizations","Limited authority; Insufficient financial resources","High priority","High priority","High priority","Medium priority","Low priority","Medium priority",NA,"High priority","High priority","High priority","Low priority",NA,"High priority","High priority","Medium priority","High priority",NA,"High priority","Medium priority","No opinion","No opinion","No opinion",NA,"Increase a moderate amount","Increase a large amount","Increase a large amount","No opinion","No opinion","Increase a large amount","Increase a large amount",NA,"No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","Winters Climate Action Commission",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not effective",NA,NA,NA,"Very effective",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Disagree",NA,NA,NA,"Strongly Agree",NA,NA,NA,"Very satisfied","Very satisfied","Very satisfied","Very satisfied","Very satisfied","Very satisfied","Very satisfied","Somewhat dissatisfied","Somewhat satisfied","Somewhat satisfied","Very satisfied","Very satisfied","Very satisfied","Very satisfied","Very satisfied","Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Very satisfied","No","","","","",""
"220","R_6hfLAiemSmtamkx","A part of my work, with occasional involvement","Bay Conservation And Development Commission","state_gov","Policy advising/analysis; Technical advising/analysis; Planning and design; Scientific research; Government relations; Project or program management; Advocacy; Outreach or communication","Economic development; Ecosystem management; Environmental justice; Public health; Community development; Finance; Flood management","Region","Region 2; Region 3","Rural; Suburban; Urban",7,"Somewhat concerned","Moderately concerned","Very concerned","Moderately concerned","Somewhat concerned","Somewhat concerned","Moderately concerned","Moderately concerned","Very concerned","Moderately concerned","Very concerned","Moderately concerned","Somewhat concerned","Somewhat concerned","Moderately concerned","Very concerned","Environmental justice 
communities; Flood management; Water supply reliability","Develop models/data about how the local climate will change; Identify how climate change will impact the natural/built environment; Participate in adaptation “visioning” exercises (e.g., identifying the goals of climate adaptation); Develop potential adaptation options; Analyze adaptation options’ ability to address climate impacts of concern; Engage with groups impacted by adaptation efforts; Communicate climate risks and adaptation opportunities","Signing a formal agreement with another organization; Carrying out research projects jointly with other organizations; Sharing information with other organizations; Publishing reports or other publicly available documents jointly with other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations; Engaging in joint planning with other organizations; Organizing public meetings jointly with other organizations; Preparing grant/funding proposals jointly with other organizations","Limited authority; Insufficient financial resources; Unequal capacity of partners to participate in collaborative planning",NA,"High priority","Medium priority","Medium priority","Low priority","No opinion",NA,"High priority","Medium priority","High priority","Medium priority",NA,"Medium priority","Medium priority","Low priority","High priority",NA,"High priority","Low priority","Low priority","High priority","High priority",NA,"Increase a large amount","Increase a moderate amount","Increase a moderate amount","Increase a large amount","Increase a large amount","Increase a large amount","Increase a large amount",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",""
"221","R_6hhVTrnKVlqSryV","A major aspect of my work for more than 5 years","State Water Resources Control Board","state_gov","Executive management 
(i.e. top management); Policy advising/analysis; Scientific research; Project or program management","Agriculture; Economic development; Ecosystem management; Environmental justice; Water supply","Region","Region 1; Region 2; Region 3; Region 4","Rural",30,"Very concerned","Very concerned","Very concerned","Very concerned","Moderately concerned","Moderately concerned","Moderately concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Moderately concerned","Moderately concerned","Moderately concerned","Very concerned","Environmental justice 
communities; Flood management; Water supply reliability","Develop models/data about how the local climate will change; Participate in adaptation “visioning” exercises (e.g., identifying the goals of climate adaptation); Develop potential adaptation options; Implement chosen adaptation solutions; Engage with groups impacted by adaptation efforts","Carrying out research projects jointly with other organizations; Sharing information with other organizations; Publishing reports or other publicly available documents jointly with other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations","Limited authority; Insufficient financial resources","High priority","High priority","High priority","High priority",NA,NA,"Develop multi-benefit project portfolio to address climate risks","Medium priority","High priority","Medium priority","Low priority",NA,"High priority","Medium priority","High priority","High priority",NA,"High priority","Medium priority","Medium priority","High priority","High priority",NA,"Increase a large amount","Increase a large amount","Increase a small amount","Increase a small amount","Increase a small amount","Increase a moderate amount","Increase a moderate amount",NA,"Yes","No","No","Yes","Yes","No","No","No","Yes","Yes","No","No","No","No","No",NA,1,NA,NA,2,3,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,"A little effective",NA,NA,"A little effective","A little effective",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neutral","Somewhat dissatisfied","Neutral","Neutral","Neutral","Somewhat satisfied","Somewhat satisfied","Neutral","Very dissatisfied","Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Neutral","Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Yes ","","","","",""
"222","R_6htGVCIz9THsKKD","A major aspect of my work for 1-5 years","Unknown_268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",""
"223","R_6ikXAhOal3ycKt7","A part of my work, with occasional involvement","Unknown_283",NA,"Planning and design; Technical advising/analysis","Agriculture; Ecosystem management; Transportation; Water supply; Flood management; Water supply","Region",NA,"Rural",NA,"Very concerned","Very concerned","Very concerned",NA,NA,NA,NA,"Very concerned","Very concerned","Very concerned","Very concerned",NA,NA,NA,NA,"Very concerned","Property values; Flood management; Water supply reliability","Develop potential adaptation options; Analyze adaptation options’ ability to address climate impacts of concern; Select the best adaptation options to implement","Other","Competing visions for adaptation pathways",NA,"High priority",NA,NA,"High priority",NA,"High priority: SOLVE THE FLOODING PROBLEM IN  LOCKE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High priority","High priority","High priority","High priority","High priority","SALT INTRUSION","Increase a large amount","Increase a large amount","Increase a large amount","Increase a large amount","No opinion","No increase/Stay the same","No increase/Stay the same",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","","","","",""
"224","R_6jD4hD10uGHHyLN","A part of my work, with occasional involvement","Little Manila Rising","cbo_ngo","Advocacy; Community leadership","Environmental justice","Community","Stockton","Urban",3,"Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Ecosystem health; Environmental justice 
communities; Other","Engage with groups impacted by adaptation efforts","Carrying out advocacy activities jointly with other organizations; Publishing reports or other publicly available documents jointly with other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations; Joining or supporting litigation or other judicial processes; Sharing information with other organizations","Adaptation is not my organization’s main focus; Limited capacity for community engagement; Insufficient technical expertise","Medium priority","High priority","Medium priority","High priority","Low priority","High priority",NA,"High priority","Medium priority","Low priority","Medium priority",NA,"High priority","High priority","Medium priority","High priority",NA,"High priority","Low priority","Medium priority","High priority","High priority",NA,"Increase a moderate amount","Increase a moderate amount","Increase a moderate amount","Increase a moderate amount","Increase a moderate amount","No opinion","No opinion",NA,"No","No","No","Yes","Yes","No","No","No","No","Yes","Yes","No","No","No","No",NA,NA,NA,NA,1,4,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat effective",NA,NA,NA,NA,NA,"A little effective","A little effective",NA,NA,NA,NA,NA,NA,NA,NA,"Strongly Agree",NA,NA,NA,NA,NA,"Somewhat agree","Somewhat agree",NA,NA,NA,NA,NA,"Somewhat satisfied","Somewhat satisfied","Somewhat dissatisfied","Neutral","Very satisfied","Very satisfied","Somewhat dissatisfied","Neutral","Somewhat dissatisfied","Very satisfied","Somewhat satisfied","Neutral","Somewhat dissatisfied","Somewhat satisfied","Neutral","Somewhat satisfied","Neutral","Neutral","Neutral","No","","","","",""
"225","R_6kRHCsSS5DaMOoA","A part of my work, with occasional involvement","Individual_126",NA,"Advocacy; Outreach or communication; Community leadership","Environmental justice","Region","Region 1","Suburban; Urban",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",""
"226","R_6lAg2VlTd5mj8Rb","A part of my work, with routine involvement","San Juan Water District","water_sd","Executive management 
(i.e. top management); Policy advising/analysis; Technical advising/analysis; Government relations; Project or program management; Advocacy; Outreach or communication","Water supply","Multiple",NA,"Suburban",20,"Very concerned","Moderately concerned","Very concerned","Moderately concerned","Not at all concerned","Not at all concerned","Not at all concerned","Very concerned","Very concerned","Moderately concerned","Very concerned","Moderately concerned","Not at all concerned","Not at all concerned","Not at all concerned","Very concerned","Ecosystem health; Flood management; Water supply reliability","",NA,"Lack of agreement about the future extent of climate impacts; Lack of political leadership; Competing visions for adaptation pathways","High priority","Medium priority","High priority","No opinion","High priority","No opinion",NA,"High priority","Medium priority","Medium priority","No opinion",NA,"High priority","No opinion","Medium priority","High priority",NA,"Low priority","High priority","High priority","High priority","High priority",NA,"Increase a large amount","Increase a large amount","Increase a moderate amount","Increase a moderate amount","No opinion","Increase a large amount","Increase a large amount",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",""
"227","R_6n90oXzYdn45l2J","A part of my work, with occasional involvement","Ocean Protection Council","state_gov","Policy advising/analysis; Project or program management","Climate change","State",NA,"Rural; Suburban; Urban",0,"Moderately concerned","Very concerned","Very concerned","Moderately concerned","Moderately concerned","Moderately concerned","Somewhat concerned","Somewhat concerned","Very concerned","Very concerned","Very concerned","Very concerned","Moderately concerned","Very concerned","Moderately concerned","Moderately concerned","Environmental justice 
communities; Public health; Flood management","Engage with groups impacted by adaptation efforts","Sharing information with other organizations; Publishing reports or other publicly available documents jointly with other organizations","Limited authority; Lack of political leadership; Insufficient financial resources","High priority","Medium priority","High priority","Medium priority","Medium priority","Medium priority",NA,"High priority","High priority","Medium priority","Medium priority",NA,"Medium priority","Medium priority","Medium priority","Medium priority",NA,"High priority","High priority","High priority","High priority","Medium priority",NA,"Increase a large amount","Increase a large amount","Increase a moderate amount","Increase a small amount","Increase a small amount","No opinion","Increase a moderate amount",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",""
"228","R_6nPFrq5BcrUKE1h","A part of my work, with occasional involvement","Individual_168",NA,"Other","Agriculture; Ecosystem management; Environmental justice; Community development; Water supply; Other","Other",NA,"Rural; Suburban; Urban",5,"Moderately concerned","Very concerned","Very concerned","Very concerned","Somewhat concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Environmental justice 
communities; Availability of housing; Flood management","Identify how climate change will impact the natural/built environment; Develop potential adaptation options; Analyze adaptation options’ ability to address climate impacts of concern; Select the best adaptation options to implement",NA,NA,"High priority","High priority","High priority","High priority","Low priority","High priority",NA,"High priority","High priority","High priority","High priority",NA,"High priority","High priority","High priority","High priority",NA,"High priority","Low priority","High priority","High priority","High priority",NA,"No opinion","No opinion","No opinion","No opinion","No opinion","Increase a small amount","No opinion","Increase a large amount: Impact fee on Delta diversions from Banks and Jones pumping plants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","","","","",""
"229","R_6ptheMGr5A80T7z","A part of my work, with occasional involvement","United States Fish And Wildlife Service","fed_gov","Policy advising/analysis","Other","Region","Region 2; Region 3","Rural; Suburban; Urban",7,"Very concerned","Very concerned","Moderately concerned","Very concerned","Moderately concerned","Very concerned","Very concerned","Somewhat concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Transportation infrastructure; Ecosystem health; Environmental justice 
communities","Develop potential adaptation options; Analyze adaptation options’ ability to address climate impacts of concern; Select the best adaptation options to implement","Other","Adaptation is not my organization’s main focus; Lack of effective collaboration among interested parties; Unequal capacity of partners to participate in collaborative planning","Low priority","Low priority","Medium priority","Medium priority","No opinion","Medium priority",NA,"High priority","Medium priority","High priority","Medium priority",NA,"Medium priority","High priority","Low priority","Low priority",NA,"High priority","No opinion","Low priority","Medium priority","Medium priority",NA,"No increase/Stay the same","Increase a moderate amount","Increase a small amount","Increase a small amount","Increase a large amount","Increase a small amount","Increase a moderate amount",NA,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A little effective",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat satisfied","I'm not sure","Somewhat satisfied","I'm not sure","Somewhat satisfied","I'm not sure","I'm not sure","I'm not sure","Somewhat satisfied","Neutral","Very satisfied","Neutral","Somewhat satisfied","Very satisfied","Somewhat dissatisfied","Somewhat satisfied","Neutral","Neutral","Somewhat satisfied","No","","","","",""
"230","R_6qEkQg4geSaK0kO","A major aspect of my work for more than 5 years","Sherman Island Citizens Public Safety","cbo_ngo","Advocacy; Outreach or communication; Community leadership","Agriculture; Environmental justice; Public health; Emergency management; Community development; Water supply; Waste and stormwater management; Flood management","Community","Sherman and Twitchell Island communities ","Rural",20,"Moderately concerned","Very concerned","Moderately concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Unsure","Very concerned","Unsure","Very concerned","Moderately concerned","Very concerned","Very concerned","Very concerned","Ecosystem health; Environmental justice 
communities; Water supply reliability","Identify how climate change will impact the natural/built environment; Communicate climate risks and adaptation opportunities","Sharing information with other organizations","Competing visions for adaptation pathways; Limited capacity to acquire funding; Limited capacity for community engagement","Medium priority","High priority","High priority","High priority","Low priority","Low priority","High priority: Ecosystem adaptation ","High priority","High priority","High priority","No opinion",NA,"High priority","High priority","Medium priority","Medium priority",NA,"High priority","No opinion","Low priority","Medium priority","High priority",NA,"No opinion","No opinion","No opinion","No opinion","No opinion","No increase/Stay the same","No increase/Stay the same",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",""
"231","R_6uQyz5sZvHGfN80","A part of my work, with occasional involvement","Pacific Gas And Electric","service_provider","Policy advising/analysis; Technical advising/analysis; Scientific research; Project or program management","Energy","Multiple",NA,"Rural; Suburban; Urban",NA,"Very concerned","Moderately concerned","Very concerned","Moderately concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Very concerned","Very concerned","Very concerned","Very concerned","Moderately concerned","Moderately concerned","Moderately concerned","Moderately concerned","Energy infrastructure; Environmental justice 
communities; Flood management","Develop models/data about how the local climate will change; Identify how climate change will impact the natural/built environment; Develop potential adaptation options; Analyze adaptation options’ ability to address climate impacts of concern; Select the best adaptation options to implement; Engage with groups impacted by adaptation efforts; Communicate climate risks and adaptation opportunities","Sharing information with other organizations; Organizing public meetings jointly with other organizations","Adaptation is not my organization’s main focus; Limited capacity for community engagement; Unequal capacity of partners to participate in collaborative planning","High priority","High priority","High priority","No opinion","No opinion","No opinion",NA,"High priority","No opinion","High priority","No opinion",NA,"No opinion","No opinion","No opinion","No opinion",NA,"No opinion","No opinion","No opinion","High priority","No opinion",NA,"Increase a moderate amount","Increase a moderate amount","Increase a moderate amount","Increase a moderate amount","No opinion","No opinion","No opinion","No opinion","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",NA,NA,NA,3,1,2,6,7,8,9,10,4,11,12,5,13,NA,NA,NA,"A little effective","Somewhat effective","Very effective",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat agree","Agree","Strongly Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I'm not sure","I'm not sure","I'm not sure","I'm not sure","I'm not sure","I'm not sure","I'm not sure","I'm not sure","I'm not sure","I'm not sure","I'm not sure","I'm not sure","I'm not sure","I'm not sure","I'm not sure","I'm not sure","I'm not sure","I'm not sure","I'm not sure","No","","","","",""
